Renyi,Shannon,Tsallis,Approximate,Target
-14.63696873,-6266.909705,-10570079,0.885300797,0
-14.80687724,-5824.064221,-9615666,0.854534832,0
-15.49471624,-9776.691607,-13711829,0.822456542,0
-16.34000637,-14407.60104,-17629652,0.816859355,0
-16.14686847,-10309.64725,-13108219,0.774246544,0
-23.31536467,-44314.95078,-24240422,0.974118079,0
-19.06685551,-36863.40041,-31408951,0.677956971,0
-15.09726006,-6826.642288,-10860099,0.848360506,0
-16.90600182,-15605.6212,-17043950,0.774239782,0
-19.70059614,-42878.55557,-34393282,0.716497968,0
-20.58849562,-62388.31636,-44993871,0.669419204,0
-14.45884852,-4209.914541,-8686790,0.944526308,0
-22.79193106,-40028.8342,-23746912,0.859618259,0
-22.99170418,-81967.88593,-49363098,0.692358969,0
-20.44697713,-51571.9498,-38403404,0.674735787,0
-23.27098595,-39896.49692,-20249064,0.971634751,0
-20.86154776,-63627.67566,-44761147,0.665437425,0
-15.12746357,-6226.319751,-11047665,0.973436648,0
-22.83080936,-54371.86397,-34368101,0.639497954,0
-16.76829398,-14156.69183,-16066742,0.727551866,0
-19.24783279,-18399.07412,-18151116,0.782678252,0
-17.94759034,-20116.1853,-20409018,0.716630222,0
-14.78724663,-5444.741573,-8950940,0.78397867,0
-22.8794553,-52438.13985,-31950933,0.652168457,0
-16.63608157,-15809.54821,-17774623,0.691223646,0
-22.83694573,-36569.47706,-19769325,0.773607477,0
-22.81411422,-50422.7886,-30216542,0.667049677,0
-23.2811118,-41141.9566,-21936787,0.914257927,0
-13.24938462,-2802.842828,-7017937,0.884665895,0
-19.53520215,-18652.86192,-17799679,0.775115202,0
-19.53520215,-18652.86192,-17799679,0.775115202,0
-13.16292906,-2362.742525,-6976124,0.954184053,0
-14.46322276,-5376.490689,-10579948,0.983030792,0
-16.75194564,-13006.65422,-16483677,0.907446005,0
-19.9274843,-41111.95758,-32767666,0.741058419,0
-14.43353561,-4897.231103,-8764423,0.870813644,0
-20.41090187,-55136.95812,-40714104,0.689175648,0
-22.92025397,-79629.34657,-49570823,0.689185741,0
-20.51486437,-43218.22981,-32711552,0.730904485,0
-18.07593761,-16276.40576,-16420857,0.794607544,0
-20.51486437,-43218.22981,-32711552,0.730904485,0
-24.99151502,-73045.5983,-27791592,0.929780625,0
-12.54865656,-1846.953048,-5862616,0.913443291,0
-13.32241301,-2851.034024,-6667248,0.831420933,0
-22.73921161,-55316.40894,-34251023,0.60304847,0
-17.21824655,-17758.56411,-18393179,0.661251561,0
-23.2641216,-38665.97043,-19237164,1.015038566,0
-19.24077824,-15527.48399,-15506436,0.797173637,0
-16.23584469,-6362.684586,-9486662,0.812852752,0
-13.48732564,-2939.456175,-6650011,0.870143229,0
-24.90855492,-70376.9681,-26631955,1.021653867,0
-22.85768635,-33883.62398,-17060154,0.870476908,0
-22.82140462,-44747.96376,-26280957,0.672199885,0
-17.8371787,-20199.2402,-18877918,0.658891112,0
-12.20249466,-1486.06528,-5549507,0.938555958,0
-17.94972391,-18163.35165,-17769023,0.708359041,0
-13.45971435,-2388.83829,-6038736,0.844513093,0
-25.00256974,-77181.07319,-34270452,1.098527745,0
-13.60063653,-3723.892743,-9276114,1.082134557,0
-14.93046095,-8674.340446,-14707613,1.02450905,0
-15.10873492,-7926.636069,-13406508,1.043555296,0
-25.00036487,-78368.29589,-35647438,1.075955586,0
-14.84443608,-8633.381724,-14882262,0.989053081,0
-22.62246729,-48277.36426,-34139096,0.899239355,0
-16.57089172,-18535.21138,-24238541,1.212625703,0
-14.84425863,-6906.2189,-13512138,1.217848044,0
-19.4636698,-29737.6011,-30839808,1.10261598,0
-15.83665994,-12209.18594,-17822723,0.916778407,0
-15.67776058,-10049.93026,-15023254,0.996753774,0
-25.01460204,-77183.77865,-33922786,1.112408049,0
-13.44480358,-3346.047719,-8913247,1.098310042,0
-16.96857,-19474.33244,-23486198,1.15736988,0
-14.42858132,-5449.958285,-10722655,1.084095177,0
-24.98783681,-76160.62502,-33329326,1.11335378,0
-13.403237,-3757.036383,-9654469,1.103687148,0
-22.6182741,-41853.54437,-28741302,0.951601664,0
-16.48591103,-16078.62043,-20961942,1.18011847,0
-23.29444724,-48094.31233,-29109318,1.190498207,0
-14.2376219,-5150.976218,-10734891,1.111743086,0
-17.70191716,-21375.67783,-24306985,0.986136066,0
-14.82184483,-7850.562537,-13727386,1.028459434,0
-14.87245548,-7028.462708,-12298139,1.176488878,0
-25.00111279,-75173.39387,-31787424,1.176585358,0
-12.82370349,-2385.09854,-7617560,1.141035969,0
-14.98997879,-6625.613739,-11564316,1.016892334,0
-22.59279251,-37948.61662,-25399618,0.991545063,0
-15.79677542,-11778.13714,-17356280,1.207072019,0
-17.50347159,-17469.47016,-20656284,1.016364376,0
-14.42367488,-5646.455073,-11328986,1.064484779,0
-13.89098461,-4231.243013,-9484041,1.249024808,0
-14.36365076,-4928.2013,-9682331,0.923728827,0
-16.02877911,-11471.07075,-15844091,0.873238046,0
-16.79589796,-15026.40717,-18421842,0.873156952,0
-23.14563988,-98394.08461,-58312681,0.648199885,0
-20.60493376,-55145.32711,-40127894,0.668276917,0
-22.84014938,-41546.11516,-24718627,0.85074191,0
-15.0291835,-6420.302144,-10134254,0.866517463,0
-23.2549898,-41331.60638,-21992611,0.928967862,0
-19.53468669,-17304.4836,-17889920,0.922420101,0
-20.81281265,-63874.09039,-45825460,0.670446791,0
-13.74495428,-3516.656703,-7622196,0.898320663,0
-22.85367973,-35786.43654,-21030411,0.962586357,0
-15.46103694,-6029.91322,-9767460,0.897476897,0
-13.32134412,-3233.317138,-9143448,1.212663957,0
-16.90973644,-6918.160071,-9590944,1.029877775,0
-19.2426751,-11519.5721,-11476378,0.926232277,0
-15.39848945,-4840.226407,-9495811,0.992046458,0
-12.21728905,-1077.77457,-4416481,0.979607238,0
-13.22345906,-1657.312762,-4335176,0.969184533,0
-19.17850699,-12335.47905,-10893140,0.821975383,0
-15.37152006,-3768.442803,-6804281,0.973231696,0
-15.74915047,-4588.859214,-7273208,0.898585873,0
-12.83109438,-1561.211907,-4582311,0.891008355,0
-14.46208528,-4532.131982,-7530916,0.78450501,0
-12.03416476,-751.5143477,-3206268,1.036840588,0
-15.09413671,-5639.046312,-9200738,0.949088283,0
-13.14652772,-1271.39529,-3954441,1.035126363,0
-16.72194315,-9649.975527,-12463607,0.950106506,0
-13.56086578,-1725.43291,-4232350,0.861650383,0
-10.98013782,-224.7332143,-2901077,1.113331018,0
-12.092572,-908.3584603,-3605870,1.035131669,0
-12.4043645,-1068.499178,-3666229,0.967713761,0
-14.85458443,-5573.70975,-10425997,1.086829312,0
-11.60405449,-511.6268582,-5478598,1.337692135,0
-16.23950244,-7830.633461,-10774051,0.892184596,0
-16.52183249,-9508.485373,-13635019,1.102794515,0
-13.12291289,-1830.884861,-6467975,1.020426906,0
-22.46720922,-28730.4817,-14550528,0.943925739,0
-13.09291031,-2022.384343,-7437624,1.278393392,0
-23.30689915,-42311.91234,-24452035,1.335002961,0
-12.66783734,-974.0284149,-3720333,0.977218861,0
-10.45671462,-57.08399613,-2937338,1.114942533,0
-23.38748974,-40940.73034,-21576362,1.23092291,0
-19.27177011,-10362.79661,-10818983,1.215571411,0
-16.92772766,-11759.87196,-12767528,0.754960751,0
-14.86102899,-5610.569602,-9853866,0.994204416,0
-14.69816952,-4728.468759,-8632207,0.92857802,0
-24.92327774,-69948.62521,-25298353,1.23205334,0
-16.14768591,-10535.81634,-12806076,0.787724833,0
-23.26098981,-37473.86158,-17700866,1.232305296,0
-14.80619618,-5399.049819,-9152652,0.920870267,0
-24.94337683,-70633.13622,-25607242,1.224325508,0
-11.19839605,-467.9127966,-4077228,1.100879128,0
-13.38818581,-3112.354933,-8072755,1.028957831,0
-13.310127,-2582.790901,-6812821,0.987889392,0
-17.06186376,-5671.354652,-7906966,1.063617126,0
-22.63660422,-32241.23086,-17951305,0.97945352,0
-13.66982796,-3458.445067,-7906119,0.933112638,0
-23.29352142,-37873.97471,-17372078,1.081795755,0
-15.07692484,-6191.46435,-10255453,0.924572004,0
-13.4668382,-2293.293023,-6529543,1.161356877,0
-13.0925483,-1850.335901,-6451715,1.025240686,0
-12.90098594,-1255.985804,-4005471,0.905912107,0
-17.34052034,-11499.94032,-12879254,0.866473661,0
-15.69675176,-4781.282336,-9172291,1.0073959,0
-15.20606197,-5910.471991,-9974549,0.992985902,0
-15.84542029,-7536.293026,-10171761,0.83758967,0
-13.18782454,-2077.239743,-6526240,1.263406631,0
-13.62094428,-2657.373202,-5764408,0.815861565,0
-22.84784702,-32964.05905,-15743485,0.902057478,0
-24.95393668,-70923.52349,-25450502,1.092964346,0
-15.19505518,-7550.469888,-11407305,0.860331129,0
-15.51984606,-2874.548764,-5517687,0.970121893,0
-19.35814712,-11065.46163,-11381299,1.126263731,0
-13.31258761,-1653.105704,-5869123,1.031272553,0
-10.30298076,-26.00149738,-2515990,1.076234827,0
-16.94477109,-7818.731023,-10296685,0.917340285,0
-13.55435927,-2896.852071,-7037497,1.011494233,0
-15.77581099,-6699.398168,-10277425,0.939535389,0
-14.22410767,-4557.735288,-8706487,0.93363416,0
-17.31143711,-10873.42019,-12966709,0.881041369,0
-13.52962961,-3254.834456,-8539352,0.977425175,0
-22.82977665,-31242.74076,-13804826,0.99720833,0
-13.82830867,-3103.081759,-7111326,0.953234345,0
-14.87246455,-4485.164721,-8120767,0.913221752,0
-12.61562799,-1563.665879,-5045749,0.952390579,0
-14.87506995,-6170.179747,-10726871,0.920064025,0
-13.11066802,-1720.264857,-6228784,1.018251773,0
-12.96067509,-1948.086398,-5901944,1.033261009,0
-22.83058302,-30988.63578,-13258239,1.078425371,0
-13.35164757,-2593.830385,-6619713,0.986233507,0
-14.41105353,-4341.512115,-9767491,1.099865913,0
-22.71977061,-30594.06718,-14445030,1.00885683,0
-13.23130128,-2444.482259,-6054749,0.951001659,0
-13.88115564,-3722.497703,-8385845,1.068043482,0
-22.73066394,-32458.38509,-17453219,0.968754224,0
-12.56324603,-1557.619274,-5868882,1.10523713,0
-14.01701038,-3382.681124,-7512413,1.034539055,0
-19.40682146,-9822.742484,-8710201,0.897549797,0
-14.27373005,-4225.374902,-9608336,1.061190119,0
-19.32332635,-11689.44677,-11409255,1.062025797,0
-13.2246332,-2704.950651,-6760552,0.898460986,0
-13.28821251,-2900.050986,-7973301,1.026013114,0
-15.21903981,-7144.408133,-11117097,0.880111669,0
-13.708559,-3882.001371,-8516109,0.911377082,0
-22.73156083,-32939.56426,-18666383,0.943130184,0
-13.15819975,-2667.976552,-7002249,0.948342852,0
-17.0245627,-6291.334487,-8729510,0.950182056,0
-15.85057748,-4814.811907,-9217742,0.959808025,0
-19.32428667,-10552.04534,-10544500,1.034217216,0
-19.35805588,-9256.36012,-6701312,0.777006168,1
-22.15522904,-128673.1648,-77128619,0.223570645,1
-19.73506391,-30289.75203,-23778005,0.549033169,1
-20.57194707,-16190.0052,-10945839,0.616778179,1
-18.15786642,-31422.3057,-30095866,0.627768417,1
-20.30100178,-12062.19102,-6792936,0.778839591,1
-19.17964288,-9855.679871,-9275737,0.942259152,1
-20.09292465,-64191.35816,-45318685,0.2723957,1
-29.1195796,-1952362.44,-793405687,0.112293618,1
-21.99087658,-136131.6187,-81996498,0.24153492,1
-20.3047891,-25289.46327,-17497641,0.473809349,1
-14.03728487,-4243.224428,-7151682,0.578795641,1
-15.67323386,-2123.818776,-3379254,0.795270556,1
-16.15202863,-3302.735633,-4593192,0.69978876,1
-17.60620339,-5560.307955,-5354994,0.644298646,1
-14.87288985,-7418.027635,-11277801,0.837134937,1
-13.51499203,-3289.724014,-5757767,0.535057178,1
-16.31280659,-14199.3834,-16629506,0.776998504,1
-19.30632129,-9383.060407,-7501621,0.622533149,1
-15.773378,-5258.542948,-6842524,0.559569795,1
-21.2630013,-121723.167,-85837476,0.467893198,1
-19.12683874,-26368.24087,-21107970,0.548603483,1
-16.81723552,-16429.09163,-17652804,0.683263028,1
-17.62318185,-25050.7258,-24929753,0.786286724,1
-18.82798144,-40737.40287,-34200378,0.609262279,1
-10.24634375,-219.0282448,-1785599,0.770346017,1
-21.37396595,-33722.5188,-22607005,0.665232389,1
-20.48693515,-16209.89205,-11335229,0.650063482,1
-20.62425323,-66790.87829,-44910034,0.260248794,1
-23.42803021,-161717.6954,-91090810,0.231921399,1
-17.96268238,-32808.68756,-32881720,0.673398595,1
-19.01507712,-34295.66343,-29242104,0.564855937,1
-14.7817651,-4959.520684,-7565440,0.574473876,1
-10.70170415,-437.8520341,-2444962,0.782179009,1
-14.68122539,-5208.02086,-7444856,0.509908558,1
-14.05151291,-3708.537493,-5793260,0.529963604,1
-18.27620167,-10862.72353,-11537880,0.912960784,1
-16.2367716,-10923.91374,-12804892,0.603450983,1
-17.62478559,-18495.04543,-16740028,0.450479966,1
-12.43781493,-1433.281245,-3787605,0.709132447,1
-18.008344,-27117.75809,-23282492,0.307137138,1
-15.05816312,-2024.742168,-3510108,0.715694943,1
-18.61503744,-20990.35026,-19209857,0.718441061,1
-24.72923038,-73370.55779,-32589135,0.559773954,1
-15.49835521,-6054.369851,-9016198,0.840443729,1
-18.25784472,-10352.70244,-11070689,0.844920548,1
-23.12681978,-44521.13721,-25716650,0.824263933,1
-16.66407391,-14853.67146,-16969644,0.798474318,1
-14.83241797,-4872.943431,-6940581,0.53221513,1
-17.53325218,-20632.52519,-18272155,0.421842931,1
-18.80612739,-25395.60188,-22307096,0.559533142,1
-16.56509704,-5814.381975,-7227096,0.556353659,1
-15.65016477,-7825.189328,-8973599,0.51599607,1
-17.54506401,-18573.24087,-19128757,0.708032021,1
-16.35230902,-12606.37074,-14463152,0.564772717,1
-15.02067268,-4445.520805,-6730001,0.703138297,1
-19.38995646,-16568.28302,-13173149,0.466183078,1
-12.81945212,-2199.296772,-4646764,0.66715952,1
-15.00966583,-6114.890162,-8205215,0.54455654,1
-26.074204,-852846.3213,-408439198,0.404246018,1
-20.10795313,-60237.21983,-44151668,0.469752842,1
-16.83634774,-15597.87744,-15222716,0.445729162,1
-15.38994798,-6588.725315,-8539785,0.495911462,1
-17.89617685,-21315.79508,-19910234,0.452999406,1
-15.62426704,-7946.447839,-11926495,0.935826857,1
-17.92597958,-15556.90229,-13223025,0.471994791,1
-16.81231997,-9968.890836,-10720322,0.528066901,1
-19.31771666,-9946.094395,-8089686,0.647647284,1
-21.26281959,-17640.55684,-9307819,0.651141801,1
-20.5080571,-70889.64745,-52014897,0.440746239,1
-12.87207443,-1145.786908,-2799746,0.660056051,1
-13.74048607,-1666.590626,-3889391,0.803552334,1
-23.03480677,-253922.0985,-145559476,0.44709941,1
-16.38557428,-15293.21199,-18335949,0.839503848,1
-19.40205202,-8692.134202,-5635492,0.765346123,1
-25.20243495,-425974.6161,-215858743,0.178446017,1
-19.39205788,-13848.76542,-13534061,0.957045817,1
-14.61797432,-5290.212215,-8549126,0.833691813,1
-21.97493089,-33338.88994,-19763206,0.565044758,1
-14.50484486,-5291.043992,-8915819,0.9252237,1
-18.10649453,-5564.623594,-4563260,0.831331462,1
-21.49649584,-48505.38249,-29380100,0.456722529,1
-21.00562476,-15860.43968,-8338293,0.811087862,1
-15.66196763,-7416.063438,-9505046,0.599508196,1
-21.44824222,-18079.24506,-8452232,1.021937009,1
-21.87641045,-135903.7967,-85095529,0.481988295,1
-19.20852394,-8138.005623,-5468450,0.653274284,1
-10.32142973,-141.7101216,-1754646,0.78400538,1
-23.14785898,-46741.24891,-27509666,0.762661048,1
-20.54638302,-37782.11086,-28149106,0.470612447,1
-18.47747091,-36685.88838,-31939706,0.639027026,1
-20.16855961,-26036.89471,-21057800,0.471357977,1
-13.31004611,-2094.835739,-3916858,0.74646687,1
-21.92532276,-26501.31208,-15708643,0.661437261,1
-17.44707665,-17594.35978,-16613232,0.666604945,1
-16.93913267,-16476.42473,-18270561,0.757174689,1
-23.09275085,-53194.26549,-33168827,0.826658704,1
-18.33689798,-30292.68788,-26164702,0.402969358,1
-12.94060821,-1101.950228,-3004465,0.666633883,1
-20.70664452,-14637.89124,-8853829,0.760919028,1
-17.08093993,-10371.99494,-11265413,0.535617624,1
-16.99631581,-17978.35631,-18295967,0.520477826,1
-16.2077907,-7519.781984,-9455895,0.653007426,1
-19.29918925,-13976.55576,-11998815,0.656965927,1
-20.21075325,-81106.91237,-64321213,0.945594459,1
-16.34233679,-11974.09537,-13254665,0.496946221,1
-15.56520217,-7966.037031,-9401347,0.613657402,1
-20.9886688,-19378.53467,-12010226,0.651362958,1
-19.40162257,-22177.62832,-19465400,0.653934231,1
-13.59287321,-3001.689235,-5511269,0.624500352,1
-10.90106712,-507.0541513,-2183427,0.7466294,1
-16.40707181,-13438.09546,-14862340,0.553031583,1
-17.1532293,-6745.26227,-6870852,0.501562528,1
-23.70851336,-46170.95652,-20374519,0.67182485,1
-17.07129932,-18744.69918,-20728512,0.921661508,1
-19.41015081,-13654.55222,-11256380,0.572477343,1
-22.88861658,-46780.78335,-29956775,0.96180241,1
-18.56118143,-7630.288974,-7254641,0.64657098,1
-19.37677186,-19992.38454,-16070059,0.566810514,1
-21.06998309,-18297.47351,-11334163,0.635387058,1
-16.13799952,-10518.64421,-11894252,0.574138756,1
-17.55441744,-11689.17529,-12064696,0.512217867,1
-12.83486469,-1493.354059,-3072834,0.765184126,1
-17.20121714,-18729.94415,-18891698,0.68518064,1
-16.6600715,-7526.316041,-8717430,0.561759017,1
-15.21520428,-2374.701614,-3503081,0.60012005,1
-11.96763218,-1189.412646,-3353489,0.693298404,1
-11.15012543,-316.3483394,-1598885,0.788610807,1
-19.6088039,-20226.67287,-15873712,0.549340932,1
-20.13399639,-20738.30662,-15274927,0.563517936,1
-14.6442096,-5603.089186,-7898969,0.522815821,1
-20.8856716,-17737.29451,-11332180,0.620782804,1
-17.98086868,-22004.58723,-18934546,0.490364637,1
-18.20575451,-22800.41799,-18906225,0.44140762,1
-20.98468215,-19791.18727,-13055602,0.597317792,1
-16.92311421,-16104.99302,-15527487,0.424472985,1
-17.2199381,-11800.67025,-12549627,0.599536839,1
-19.38525825,-14644.21252,-11951611,0.660434825,1
-16.32698804,-12980.29562,-15034265,0.778935301,1
-16.89299487,-13409.59319,-13681438,0.542673529,1
-12.97867974,-1863.811857,-3558862,0.754056984,1
-17.83048697,-23538.01314,-21952851,0.658951191,1
-17.15524831,-17832.80635,-18341261,0.706394667,1
-15.31273039,-6869.286987,-8871714,0.610184959,1
-22.45329501,-32067.67388,-17643387,0.577900196,1
-14.00507917,-2592.747412,-4062738,0.666544678,1
-17.32335941,-18877.99718,-19265253,0.655761781,1
-15.05892361,-6914.80666,-11903571,1.026929187,1
-23.07229212,-38110.76106,-19152218,0.684065836,1
-19.40502883,-46316.9719,-37853068,0.932098698,1
-17.7813546,-23863.363,-22235890,0.541430597,1
-16.28838537,-14774.85983,-19126800,1.085509063,1
-20.15833484,-22505.83772,-17816876,0.546153796,1
-17.78024671,-17504.54889,-16231042,0.544299877,1
-16.78620777,-6198.920866,-7312005,0.608584303,1
-16.94276799,-18338.14113,-20363710,0.893450434,1
-12.56561225,-535.276063,-1789076,0.853064225,1
-21.08336049,-25824.88404,-17499468,0.502814371,1
-12.50363638,-528.5915908,-1706000,0.88147579,1
-17.29270808,-19446.72827,-19687427,0.557553415,1
-12.42747189,-1576.528709,-4038620,0.697645525,1
-15.78412886,-3562.382051,-5260758,0.78152323,1
-16.37782424,-3814.793098,-5492729,0.693075752,1
-15.35932887,-8016.877404,-10087028,0.517001932,1
-16.60373,-7600.639661,-8770174,0.585233554,1
-18.22710147,-28325.57851,-23446639,0.388171055,1
-14.55949179,-2295.724425,-3865313,0.770029118,1
-20.92765436,-38073.69985,-29326321,0.926152662,1
-13.97953189,-4573.482841,-7637719,0.582597673,1
-19.1448123,-13030.73078,-12345712,0.62368175,1
-18.71330047,-33791.39851,-28039742,0.676319643,1
-14.93575582,-6762.259866,-9126063,0.508829619,1
-16.62649135,-6481.787987,-7855090,0.626229175,1
-10.50552985,-338.4781668,-1837214,0.726824287,1
-18.80879436,-12426.6151,-11600175,0.690161665,1
-20.15856572,-17369.52744,-12940143,0.620862194,1
-24.82255413,-80586.09585,-39419852,1.060489219,1
-17.76619185,-22212.6223,-20882886,0.75074993,1
-17.36696263,-22311.62989,-22173716,0.684965654,1
-24.82556633,-86774.73133,-43670940,0.97877125,1
-16.31970966,-3878.381006,-4679221,0.744505774,1
-19.20192555,-11964.37229,-10462868,0.714711721,1
-24.98923302,-72251.31092,-25213655,0.865774528,1
-13.84801015,-3815.529844,-6898558,0.620480293,1
-15.58295168,-9276.578968,-13673465,0.977401296,1
-16.25245128,-3761.64791,-5636054,0.751331747,1
-17.2524998,-5155.049678,-5502439,0.54316754,1
-14.81576903,-2874.667034,-5064138,0.665122689,1
-21.63731158,-39954.84054,-24877800,0.390047679,1
-14.923131,-2887.521646,-4595718,0.68939036,1
-18.44648712,-37991.90917,-36534909,0.938046284,1
-21.05989903,-37034.33445,-28569720,0.953872533,1
-13.62815205,-1702.926916,-3266784,0.653689579,1
-17.80577925,-26376.21761,-24766880,0.638371409,1
-17.94954119,-23574.93971,-20179176,0.493809648,1
-16.87643095,-17476.71774,-20510265,0.966564074,1
-25.01828124,-73065.43438,-25454364,0.817241486,1
-19.98352489,-22153.66662,-18853920,0.785565214,1
-17.86167466,-21764.38416,-18433584,0.418445158,1
-16.4859545,-10006.50732,-10833657,0.558426361,1
-27.22361937,-1997877.438,-947087780,0.602602566,2
-27.43106473,-2250248.39,-1050873079,0.793451437,2
-25.5562787,-1093333.898,-577118111,0.688768112,2
-22.38173773,-167608.2668,-104870249,0.55712312,2
-25.93152571,-908305.4462,-453506155,0.56772413,2
-20.62418017,-88642.01067,-65409255,0.63269223,2
-24.23616865,-416389.1024,-253327848,0.343959011,2
-28.94001022,-1699219.359,-682059896,0.369127585,2
-26.38806809,-952953.2002,-456891236,0.604827992,2
-27.81799943,-2642862.374,-1229290495,0.669662305,2
-25.16792887,-986869.9088,-537213662,0.648186002,2
-28.86724883,-2244349.411,-948462733,0.382009722,2
-28.68338652,-2836041.455,-1197675503,0.409203862,2
-23.71385871,-145588.7177,-95071085,0.597240807,2
-24.25705506,-338421.3542,-186952710,0.453858088,2
-20.67456464,-68036.74238,-45891416,0.448274889,2
-28.39963175,-3224957.711,-1437010325,0.827277632,2
-21.58179667,-124844.7286,-89621284,0.432267241,2
-27.66990746,-1851713.034,-840776936,0.491192583,2
-23.63280473,-266803.1079,-153809498,0.557140822,2
-20.02266534,-79893.53394,-62983992,0.505538423,2
-22.63122181,-236781.4552,-156788217,0.612265297,2
-22.96901202,-303229.3847,-189191546,0.617325736,2
-24.4224275,-637233.0533,-357245094,0.728395491,2
-26.50806824,-1100759.745,-540440798,0.499127432,2
-25.18701728,-405473.5242,-203122427,0.431466874,2
-27.74817629,-2562935.947,-1176634428,0.77603716,2
-28.59576301,-2201836.406,-934546259,0.572784474,2
-24.53024556,-270106.9327,-152410758,0.508576802,2
-26.71471398,-1834757.43,-897323947,0.657080167,2
-25.95061278,-706843.5802,-336235816,0.416964612,2
-23.0571652,-86317.41632,-58100490,0.45340975,2
-26.53400198,-1072826.199,-506188352,0.436172017,2
-25.61007814,-1111602.875,-588727503,0.760330348,2
-28.03737336,-2523593.212,-1141661322,0.848692027,2
-23.59969436,-253342.6606,-145918205,0.473609673,2
-28.12049679,-3163116.065,-1430939738,0.598813837,2
-21.56178975,-171335.3858,-116988216,0.477748302,2
-20.16641503,-63532.54686,-46422899,0.603035544,2
-24.06041708,-298851.4741,-164879406,0.525308796,2
-27.42673391,-1641561.547,-771304886,0.600525376,2
-26.28131065,-916299.6351,-442593368,0.549448759,2
-20.20673407,-64032.02715,-49983780,0.672499563,2
-27.47322633,-1347280.465,-619746613,0.594611273,2
-23.92526769,-283737.8554,-154202594,0.415740651,2
-25.19547509,-613859.4107,-325164975,0.538032574,2
-28.1044609,-3156882.28,-1444788636,0.64320916,2
-25.00261042,-469619.2116,-250152131,0.574329665,2
-26.94858477,-2065353.66,-1004449376,0.619058095,2
-24.91297807,-570981.2805,-302403818,0.508541698,2
-20.02638997,-87107.51014,-69572549,0.594056738,2
-23.14697093,-408762.6381,-258400896,0.768523409,2
-23.95250455,-375939.4609,-218687244,0.524608298,2
-24.46530894,-484649.5679,-260526184,0.479971769,2
-21.66263633,-124532.333,-85592768,0.615091708,2
-21.06041389,-145738.5399,-105235256,0.365218931,2
-25.18645658,-590064.2878,-301268685,0.506682664,2
-25.71634228,-777919.0027,-396285359,0.608603846,2
-29.50482501,-3737896.305,-1537315373,0.492154172,2
-28.28689457,-2227947.517,-998406423,0.460507161,2
-25.05558817,-500932.0391,-263607321,0.584590079,2
-24.79104607,-645719.5725,-352077473,0.605903675,2
-21.03338532,-93028.32919,-67840690,0.570658151,2
-21.29010902,-102480.4987,-77857549,0.627234553,2
-26.79136147,-1247526.261,-584493866,0.451809847,2
-24.80930448,-616117.2366,-330464705,0.634248332,2
-28.29714986,-2212772.953,-989211920,0.603586919,2
-27.79348154,-2747224.929,-1269980726,0.590162386,2
-24.24831766,-391063.15,-224810757,0.469116153,2
-25.49284566,-336031.2057,-162669017,0.53574521,2
-21.97806925,-144126.0118,-94546929,0.572766831,2
-25.44199925,-516243.351,-263015132,0.629785535,2
-25.85694637,-890287.3443,-443094318,0.559277825,2
-22.6679282,-86346.95017,-58852345,0.528080444,2
-24.03222335,-299730.7675,-166123721,0.480975141,2
-27.05184259,-2070588.904,-996762859,0.6498617,2
-20.79246179,-70865.65508,-57509346,0.634204023,2
-19.74483048,-82309.50946,-68998400,0.586539769,2
-28.72480892,-2495795.53,-1078129651,0.449705275,2
-29.56176242,-2813204.814,-1104316372,0.26181605,2
-28.05712832,-1879245.699,-849070184,0.59461935,2
-27.39736112,-1455270.725,-650902995,0.456290387,2
-22.93117554,-69765.0967,-48740324,0.741483133,2
-21.67749699,-123080.2795,-80571291,0.379401959,2
-26.54777661,-1663905.313,-825936400,0.644213514,2
-21.09873456,-171334.5101,-128918914,0.744018855,2
-26.87362601,-1250232.608,-577695900,0.435536438,2
-23.33510494,-241734.5886,-141273894,0.497936118,2
-24.14314312,-283082.5766,-155298876,0.544171281,2
-23.64812341,-502574.8104,-311708165,1.08497249,2
-27.32329317,-1512404.6,-707592225,0.63145952,2
-24.14316983,-506630.5693,-288610118,0.698079158,2
-28.24501351,-2244681.378,-1008325012,0.493374478,2
-25.6527421,-734069.3351,-367258438,0.527507817,2
-23.99567432,-379323.3111,-211310088,0.589579697,2
-22.16356348,-79881.75156,-56404760,0.637028925,2
-29.66464519,-3197997.699,-1251843814,0.234631808,2
-25.73756084,-717640.5046,-352867442,0.486869088,2
-25.92650128,-1151488.184,-594220546,0.564823166,2
-24.53183151,-507673.7143,-275419176,0.621802202,2
